face,outcome,cos_bin_low,cos_bin_high,count
+Z,NON_ESCAPE,0.0,0.0005,78
+Z,NON_ESCAPE,0.0005,0.001,231
+Z,NON_ESCAPE,0.001,0.0015,374
+Z,NON_ESCAPE,0.0015,0.002,578
+Z,NON_ESCAPE,0.002,0.0025,729
+Z,NON_ESCAPE,0.0025,0.003,846
+Z,NON_ESCAPE,0.003,0.0035,1054
+Z,NON_ESCAPE,0.0035,0.004,1220
+Z,NON_ESCAPE,0.004,0.0045,1331
+Z,NON_ESCAPE,0.0045,0.005,1525
+Z,NON_ESCAPE,0.005,0.0055,1673
+Z,NON_ESCAPE,0.0055,0.006,1820
+Z,NON_ESCAPE,0.006,0.0065,2039
+Z,NON_ESCAPE,0.0065,0.007,2175
+Z,NON_ESCAPE,0.007,0.0075,2307
+Z,NON_ESCAPE,0.0075,0.008,2434
+Z,NON_ESCAPE,0.008,0.0085,2488
+Z,NON_ESCAPE,0.0085,0.009,2716
+Z,NON_ESCAPE,0.009,0.0095,2998
+Z,NON_ESCAPE,0.0095,0.01,2950
+Z,NON_ESCAPE,0.01,0.0105,3212
+Z,NON_ESCAPE,0.0105,0.011,3314
+Z,NON_ESCAPE,0.011,0.0115,3494
+Z,NON_ESCAPE,0.0115,0.012,3629
+Z,NON_ESCAPE,0.012,0.0125,3793
+Z,NON_ESCAPE,0.0125,0.013,3779
+Z,NON_ESCAPE,0.013,0.0135,3952
+Z,NON_ESCAPE,0.0135,0.014,4155
+Z,NON_ESCAPE,0.014,0.0145,4315
+Z,NON_ESCAPE,0.0145,0.015,4467
+Z,NON_ESCAPE,0.015,0.0155,4561
+Z,NON_ESCAPE,0.0155,0.016,4600
+Z,NON_ESCAPE,0.016,0.0165,4792
+Z,NON_ESCAPE,0.0165,0.017,4884
+Z,NON_ESCAPE,0.017,0.0175,5057
+Z,NON_ESCAPE,0.0175,0.018,5232
+Z,NON_ESCAPE,0.018,0.0185,5265
+Z,NON_ESCAPE,0.0185,0.019,5529
+Z,NON_ESCAPE,0.019,0.0195,5487
+Z,NON_ESCAPE,0.0195,0.02,5607
+Z,NON_ESCAPE,0.02,0.0205,5728
+Z,NON_ESCAPE,0.0205,0.021,5800
+Z,NON_ESCAPE,0.021,0.0215,6248
+Z,NON_ESCAPE,0.0215,0.022,6249
+Z,NON_ESCAPE,0.022,0.0225,6369
+Z,NON_ESCAPE,0.0225,0.023,6496
+Z,NON_ESCAPE,0.023,0.0235,6539
+Z,NON_ESCAPE,0.0235,0.024,6703
+Z,NON_ESCAPE,0.024,0.0245,6862
+Z,NON_ESCAPE,0.0245,0.025,6913
+Z,NON_ESCAPE,0.025,0.0255,7160
+Z,NON_ESCAPE,0.0255,0.026,7213
+Z,NON_ESCAPE,0.026,0.0265,7344
+Z,NON_ESCAPE,0.0265,0.027,7419
+Z,NON_ESCAPE,0.027,0.0275,7676
+Z,NON_ESCAPE,0.0275,0.028,7746
+Z,NON_ESCAPE,0.028,0.0285,7857
+Z,NON_ESCAPE,0.0285,0.029,7980
+Z,NON_ESCAPE,0.029,0.0295,8085
+Z,NON_ESCAPE,0.0295,0.03,8121
+Z,NON_ESCAPE,0.03,0.0305,8255
+Z,NON_ESCAPE,0.0305,0.031,8607
+Z,NON_ESCAPE,0.031,0.0315,8623
+Z,NON_ESCAPE,0.0315,0.032,8698
+Z,NON_ESCAPE,0.032,0.0325,8774
+Z,NON_ESCAPE,0.0325,0.033,8716
+Z,NON_ESCAPE,0.033,0.0335,8997
+Z,NON_ESCAPE,0.0335,0.034,9137
+Z,NON_ESCAPE,0.034,0.0345,9169
+Z,NON_ESCAPE,0.0345,0.035,9249
+Z,NON_ESCAPE,0.035,0.0355,9513
+Z,NON_ESCAPE,0.0355,0.036,9657
+Z,NON_ESCAPE,0.036,0.0365,9531
+Z,NON_ESCAPE,0.0365,0.037,9773
+Z,NON_ESCAPE,0.037,0.0375,9948
+Z,NON_ESCAPE,0.0375,0.038,10101
+Z,NON_ESCAPE,0.038,0.0385,9989
+Z,NON_ESCAPE,0.0385,0.039,10317
+Z,NON_ESCAPE,0.039,0.0395,10249
+Z,NON_ESCAPE,0.0395,0.04,10466
+Z,NON_ESCAPE,0.04,0.0405,10621
+Z,NON_ESCAPE,0.0405,0.041,10842
+Z,NON_ESCAPE,0.041,0.0415,10821
+Z,NON_ESCAPE,0.0415,0.042,11034
+Z,NON_ESCAPE,0.042,0.0425,11088
+Z,NON_ESCAPE,0.0425,0.043,11305
+Z,NON_ESCAPE,0.043,0.0435,11397
+Z,NON_ESCAPE,0.0435,0.044,11501
+Z,NON_ESCAPE,0.044,0.0445,11479
+Z,NON_ESCAPE,0.0445,0.045,11560
+Z,NON_ESCAPE,0.045,0.0455,11980
+Z,NON_ESCAPE,0.0455,0.046,11849
+Z,NON_ESCAPE,0.046,0.0465,11824
+Z,NON_ESCAPE,0.0465,0.047,12189
+Z,NON_ESCAPE,0.047,0.0475,12226
+Z,NON_ESCAPE,0.0475,0.048,12418
+Z,NON_ESCAPE,0.048,0.0485,12606
+Z,NON_ESCAPE,0.0485,0.049,12525
+Z,NON_ESCAPE,0.049,0.0495,12790
+Z,NON_ESCAPE,0.0495,0.05,12736
+Z,NON_ESCAPE,0.05,0.0505,12733
+Z,NON_ESCAPE,0.0505,0.051,12981
+Z,NON_ESCAPE,0.051,0.0515,13109
+Z,NON_ESCAPE,0.0515,0.052,13116
+Z,NON_ESCAPE,0.052,0.0525,13281
+Z,NON_ESCAPE,0.0525,0.053,13220
+Z,NON_ESCAPE,0.053,0.0535,13423
+Z,NON_ESCAPE,0.0535,0.054,13717
+Z,NON_ESCAPE,0.054,0.0545,13781
+Z,NON_ESCAPE,0.0545,0.055,13747
+Z,NON_ESCAPE,0.055,0.0555,13846
+Z,NON_ESCAPE,0.0555,0.056,13948
+Z,NON_ESCAPE,0.056,0.0565,14174
+Z,NON_ESCAPE,0.0565,0.057,14425
+Z,NON_ESCAPE,0.057,0.0575,14203
+Z,NON_ESCAPE,0.0575,0.058,14377
+Z,NON_ESCAPE,0.058,0.0585,14823
+Z,NON_ESCAPE,0.0585,0.059,14711
+Z,NON_ESCAPE,0.059,0.0595,14839
+Z,NON_ESCAPE,0.0595,0.06,15019
+Z,NON_ESCAPE,0.06,0.0605,14828
+Z,NON_ESCAPE,0.0605,0.061,15352
+Z,NON_ESCAPE,0.061,0.0615,15039
+Z,NON_ESCAPE,0.0615,0.062,15194
