event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,14829.0,1.5613030683170093,0.0254489221156524,1.5358541462013569,14578,3736,6168.0,3816.0,3717.459705802243,3864.0,48.0,169,405
1,17427.0,1.8033730802135959,0.02903019784063918,1.7743428823729568,17132,4381,7273.0,4361.0,4386.722257378098,4423.0,62.0,187,441
2,17730.0,1.8055504379678071,0.02975077861441599,1.7757996593533911,17443,4517,7192.0,4400.0,4339.583575959744,4471.0,71.0,171,496
3,28615.0,2.951839115447954,0.04757316571846942,2.9042659497294845,28146,7315,11696.0,7071.0,7078.819589966506,7171.0,100.0,289,753
4,16188.0,1.650255543760922,0.027443987418110036,1.622811556342812,15892,4052,6732.0,4091.0,4066.6911208962656,4155.0,64.0,170,397
5,16237.0,1.6944999305895603,0.027643206931743748,1.6668567236578165,15996,4000,6793.0,4109.0,4095.9794314697347,4155.0,46.0,151,421
6,16520.0,1.7071461238759926,0.02774659128773235,1.6793995325882602,16209,4145,6799.0,4123.0,4108.240261537618,4193.0,70.0,181,448
7,14857.0,1.5385666975851453,0.024882280583472628,1.5136844170016728,14601,3764,6320.0,3804.0,3802.90839698748,3865.0,61.0,169,413
8,16380.0,1.7114341656663434,0.027520214444844354,1.6839139512214991,16094,4118,6776.0,4137.0,4094.25468593531,4205.0,68.0,176,452
9,18413.0,1.8821695016291884,0.030527045886425564,1.8516424557427629,18099,4738,7558.0,4520.0,4565.715742799565,4576.0,56.0,177,468
10,18143.0,1.8783595710702765,0.030434230469980884,1.8479253406002956,17842,4644,7477.0,4509.0,4517.751462161652,4588.0,79.0,203,462
11,21087.0,2.1576977301174436,0.03575272415433287,2.1219450059631106,20719,5259,8790.0,5378.0,5316.103176975071,5449.0,71.0,221,559
12,15462.0,1.5839752199577886,0.026143823133915615,1.5578313968238728,15198,3807,6417.0,3807.0,3861.1578992824875,3862.0,55.0,144,392
13,17048.0,1.7522498732904475,0.02923207773729,1.7230177955531574,16770,4296,7134.0,4378.0,4305.215178292062,4440.0,62.0,178,489
14,17536.0,1.8167059675380326,0.02920045496389527,1.7875055125741373,17232,4348,7337.0,4420.0,4432.01836025264,4492.0,72.0,179,444
