face,outcome,cos_bin_low,cos_bin_high,count
+Z,NON_ESCAPE,0.0,0.0005,65
+Z,NON_ESCAPE,0.0005,0.001,202
+Z,NON_ESCAPE,0.001,0.0015,338
+Z,NON_ESCAPE,0.0015,0.002,510
+Z,NON_ESCAPE,0.002,0.0025,645
+Z,NON_ESCAPE,0.0025,0.003,786
+Z,NON_ESCAPE,0.003,0.0035,929
+Z,NON_ESCAPE,0.0035,0.004,1115
+Z,NON_ESCAPE,0.004,0.0045,1216
+Z,NON_ESCAPE,0.0045,0.005,1301
+Z,NON_ESCAPE,0.005,0.0055,1518
+Z,NON_ESCAPE,0.0055,0.006,1560
+Z,NON_ESCAPE,0.006,0.0065,1823
+Z,NON_ESCAPE,0.0065,0.007,1924
+Z,NON_ESCAPE,0.007,0.0075,2068
+Z,NON_ESCAPE,0.0075,0.008,2211
+Z,NON_ESCAPE,0.008,0.0085,2361
+Z,NON_ESCAPE,0.0085,0.009,2463
+Z,NON_ESCAPE,0.009,0.0095,2704
+Z,NON_ESCAPE,0.0095,0.01,2773
+Z,NON_ESCAPE,0.01,0.0105,2857
+Z,NON_ESCAPE,0.0105,0.011,3054
+Z,NON_ESCAPE,0.011,0.0115,3201
+Z,NON_ESCAPE,0.0115,0.012,3280
+Z,NON_ESCAPE,0.012,0.0125,3436
+Z,NON_ESCAPE,0.0125,0.013,3523
+Z,NON_ESCAPE,0.013,0.0135,3619
+Z,NON_ESCAPE,0.0135,0.014,3792
+Z,NON_ESCAPE,0.014,0.0145,3883
+Z,NON_ESCAPE,0.0145,0.015,4063
+Z,NON_ESCAPE,0.015,0.0155,4135
+Z,NON_ESCAPE,0.0155,0.016,4333
+Z,NON_ESCAPE,0.016,0.0165,4295
+Z,NON_ESCAPE,0.0165,0.017,4463
+Z,NON_ESCAPE,0.017,0.0175,4686
+Z,NON_ESCAPE,0.0175,0.018,4716
+Z,NON_ESCAPE,0.018,0.0185,4932
+Z,NON_ESCAPE,0.0185,0.019,5084
+Z,NON_ESCAPE,0.019,0.0195,5178
+Z,NON_ESCAPE,0.0195,0.02,5210
+Z,NON_ESCAPE,0.02,0.0205,5334
+Z,NON_ESCAPE,0.0205,0.021,5510
+Z,NON_ESCAPE,0.021,0.0215,5826
+Z,NON_ESCAPE,0.0215,0.022,5827
+Z,NON_ESCAPE,0.022,0.0225,5959
+Z,NON_ESCAPE,0.0225,0.023,5993
+Z,NON_ESCAPE,0.023,0.0235,6120
+Z,NON_ESCAPE,0.0235,0.024,6374
+Z,NON_ESCAPE,0.024,0.0245,6381
+Z,NON_ESCAPE,0.0245,0.025,6368
+Z,NON_ESCAPE,0.025,0.0255,6784
+Z,NON_ESCAPE,0.0255,0.026,6743
+Z,NON_ESCAPE,0.026,0.0265,6851
+Z,NON_ESCAPE,0.0265,0.027,6875
+Z,NON_ESCAPE,0.027,0.0275,7232
+Z,NON_ESCAPE,0.0275,0.028,7366
+Z,NON_ESCAPE,0.028,0.0285,7237
+Z,NON_ESCAPE,0.0285,0.029,7626
+Z,NON_ESCAPE,0.029,0.0295,7601
+Z,NON_ESCAPE,0.0295,0.03,7707
+Z,NON_ESCAPE,0.03,0.0305,7757
+Z,NON_ESCAPE,0.0305,0.031,7976
+Z,NON_ESCAPE,0.031,0.0315,8011
+Z,NON_ESCAPE,0.0315,0.032,8291
+Z,NON_ESCAPE,0.032,0.0325,8273
+Z,NON_ESCAPE,0.0325,0.033,8374
+Z,NON_ESCAPE,0.033,0.0335,8516
+Z,NON_ESCAPE,0.0335,0.034,8531
+Z,NON_ESCAPE,0.034,0.0345,8930
+Z,NON_ESCAPE,0.0345,0.035,8852
+Z,NON_ESCAPE,0.035,0.0355,8905
+Z,NON_ESCAPE,0.0355,0.036,9053
+Z,NON_ESCAPE,0.036,0.0365,9080
+Z,NON_ESCAPE,0.0365,0.037,9146
+Z,NON_ESCAPE,0.037,0.0375,9382
+Z,NON_ESCAPE,0.0375,0.038,9499
+Z,NON_ESCAPE,0.038,0.0385,9603
+Z,NON_ESCAPE,0.0385,0.039,9588
+Z,NON_ESCAPE,0.039,0.0395,9685
+Z,NON_ESCAPE,0.0395,0.04,9882
+Z,NON_ESCAPE,0.04,0.0405,9952
+Z,NON_ESCAPE,0.0405,0.041,10050
+Z,NON_ESCAPE,0.041,0.0415,10242
+Z,NON_ESCAPE,0.0415,0.042,10475
+Z,NON_ESCAPE,0.042,0.0425,10253
+Z,NON_ESCAPE,0.0425,0.043,10648
+Z,NON_ESCAPE,0.043,0.0435,10680
+Z,NON_ESCAPE,0.0435,0.044,10687
+Z,NON_ESCAPE,0.044,0.0445,10918
+Z,NON_ESCAPE,0.0445,0.045,11100
+Z,NON_ESCAPE,0.045,0.0455,11239
+Z,NON_ESCAPE,0.0455,0.046,11131
+Z,NON_ESCAPE,0.046,0.0465,11230
+Z,NON_ESCAPE,0.0465,0.047,11580
+Z,NON_ESCAPE,0.047,0.0475,11552
+Z,NON_ESCAPE,0.0475,0.048,11576
+Z,NON_ESCAPE,0.048,0.0485,11824
+Z,NON_ESCAPE,0.0485,0.049,12023
+Z,NON_ESCAPE,0.049,0.0495,11932
+Z,NON_ESCAPE,0.0495,0.05,12108
+Z,NON_ESCAPE,0.05,0.0505,12209
+Z,NON_ESCAPE,0.0505,0.051,12246
+Z,NON_ESCAPE,0.051,0.0515,12371
+Z,NON_ESCAPE,0.0515,0.052,12572
+Z,NON_ESCAPE,0.052,0.0525,12780
+Z,NON_ESCAPE,0.0525,0.053,12608
+Z,NON_ESCAPE,0.053,0.0535,12736
+Z,NON_ESCAPE,0.0535,0.054,12933
+Z,NON_ESCAPE,0.054,0.0545,12846
+Z,NON_ESCAPE,0.0545,0.055,13274
+Z,NON_ESCAPE,0.055,0.0555,13232
+Z,NON_ESCAPE,0.0555,0.056,13447
+Z,NON_ESCAPE,0.056,0.0565,13644
+Z,NON_ESCAPE,0.0565,0.057,13460
+Z,NON_ESCAPE,0.057,0.0575,13721
+Z,NON_ESCAPE,0.0575,0.058,13818
+Z,NON_ESCAPE,0.058,0.0585,13718
+Z,NON_ESCAPE,0.0585,0.059,13914
+Z,NON_ESCAPE,0.059,0.0595,14022
+Z,NON_ESCAPE,0.0595,0.06,14317
+Z,NON_ESCAPE,0.06,0.0605,14088
+Z,NON_ESCAPE,0.0605,0.061,14509
+Z,NON_ESCAPE,0.061,0.0615,14317
+Z,NON_ESCAPE,0.0615,0.062,14452
+Z,NON_ESCAPE,0.062,0.0625,14709
+Z,NON_ESCAPE,0.0625,0.063,14979
+Z,NON_ESCAPE,0.063,0.0635,14879
+Z,NON_ESCAPE,0.0635,0.064,14866
+Z,NON_ESCAPE,0.064,0.0645,15065
+Z,NON_ESCAPE,0.0645,0.065,15280
+Z,NON_ESCAPE,0.065,0.0655,15347
+Z,NON_ESCAPE,0.0655,0.066,15339
+Z,NON_ESCAPE,0.066,0.0665,15819
+Z,NON_ESCAPE,0.0665,0.067,15813
+Z,NON_ESCAPE,0.067,0.0675,15532
+Z,NON_ESCAPE,0.0675,0.068,15759
+Z,NON_ESCAPE,0.068,0.0685,15941
+Z,NON_ESCAPE,0.0685,0.069,16165
+Z,NON_ESCAPE,0.069,0.0695,16095
+Z,NON_ESCAPE,0.0695,0.07,16153
+Z,NON_ESCAPE,0.07,0.0705,16192
+Z,NON_ESCAPE,0.0705,0.071,16398
+Z,NON_ESCAPE,0.071,0.0715,16557
+Z,NON_ESCAPE,0.0715,0.072,16457
+Z,NON_ESCAPE,0.072,0.0725,16553
+Z,NON_ESCAPE,0.0725,0.073,16731
+Z,NON_ESCAPE,0.073,0.0735,17284
+Z,NON_ESCAPE,0.0735,0.074,16968
+Z,NON_ESCAPE,0.074,0.0745,17023
+Z,NON_ESCAPE,0.0745,0.075,17260
+Z,NON_ESCAPE,0.075,0.0755,17283
+Z,NON_ESCAPE,0.0755,0.076,17238
+Z,NON_ESCAPE,0.076,0.0765,17594
+Z,NON_ESCAPE,0.0765,0.077,17576
+Z,NON_ESCAPE,0.077,0.0775,17558
+Z,NON_ESCAPE,0.0775,0.078,17687
+Z,NON_ESCAPE,0.078,0.0785,17590
+Z,NON_ESCAPE,0.0785,0.079,18039
+Z,NON_ESCAPE,0.079,0.0795,18121
+Z,NON_ESCAPE,0.0795,0.08,18178
+Z,NON_ESCAPE,0.08,0.0805,18370
+Z,NON_ESCAPE,0.0805,0.081,18621
+Z,NON_ESCAPE,0.081,0.0815,18564
+Z,NON_ESCAPE,0.0815,0.082,18692
+Z,NON_ESCAPE,0.082,0.0825,18700
+Z,NON_ESCAPE,0.0825,0.083,18708
+Z,NON_ESCAPE,0.083,0.0835,18619
+Z,NON_ESCAPE,0.0835,0.084,18981
+Z,NON_ESCAPE,0.084,0.0845,18984
+Z,NON_ESCAPE,0.0845,0.085,19064
+Z,NON_ESCAPE,0.085,0.0855,19147
+Z,NON_ESCAPE,0.0855,0.086,19341
+Z,NON_ESCAPE,0.086,0.0865,19551
+Z,NON_ESCAPE,0.0865,0.087,19486
+Z,NON_ESCAPE,0.087,0.0875,19546
+Z,NON_ESCAPE,0.0875,0.088,19989
+Z,NON_ESCAPE,0.088,0.0885,19851
+Z,NON_ESCAPE,0.0885,0.089,20014
+Z,NON_ESCAPE,0.089,0.0895,20099
+Z,NON_ESCAPE,0.0895,0.09,20140
+Z,NON_ESCAPE,0.09,0.0905,20050
+Z,NON_ESCAPE,0.0905,0.091,20138
+Z,NON_ESCAPE,0.091,0.0915,20370
+Z,NON_ESCAPE,0.0915,0.092,20419
+Z,NON_ESCAPE,0.092,0.0925,20700
+Z,NON_ESCAPE,0.0925,0.093,21003
+Z,NON_ESCAPE,0.093,0.0935,20581
+Z,NON_ESCAPE,0.0935,0.094,20864
+Z,NON_ESCAPE,0.094,0.0945,20911
+Z,NON_ESCAPE,0.0945,0.095,21096
+Z,NON_ESCAPE,0.095,0.0955,21204
+Z,NON_ESCAPE,0.0955,0.096,21463
+Z,NON_ESCAPE,0.096,0.0965,21218
+Z,NON_ESCAPE,0.0965,0.097,21336
+Z,NON_ESCAPE,0.097,0.0975,21254
+Z,NON_ESCAPE,0.0975,0.098,21770
+Z,NON_ESCAPE,0.098,0.0985,21721
+Z,NON_ESCAPE,0.0985,0.099,21847
+Z,NON_ESCAPE,0.099,0.0995,21708
+Z,NON_ESCAPE,0.0995,0.1,21987
+Z,NON_ESCAPE,0.1,0.1005,21924
+Z,NON_ESCAPE,0.1005,0.101,22328
+Z,NON_ESCAPE,0.101,0.1015,22229
+Z,NON_ESCAPE,0.1015,0.102,22740
+Z,NON_ESCAPE,0.102,0.1025,22574
+Z,NON_ESCAPE,0.1025,0.103,22580
+Z,NON_ESCAPE,0.103,0.1035,22846
+Z,NON_ESCAPE,0.1035,0.104,22898
+Z,NON_ESCAPE,0.104,0.1045,22600
+Z,NON_ESCAPE,0.1045,0.105,23071
+Z,NON_ESCAPE,0.105,0.1055,22849
+Z,NON_ESCAPE,0.1055,0.106,23335
+Z,NON_ESCAPE,0.106,0.1065,23043
+Z,NON_ESCAPE,0.1065,0.107,23170
+Z,NON_ESCAPE,0.107,0.1075,23446
+Z,NON_ESCAPE,0.1075,0.108,23340
+Z,NON_ESCAPE,0.108,0.1085,23801
+Z,NON_ESCAPE,0.1085,0.109,23766
+Z,NON_ESCAPE,0.109,0.1095,23697
+Z,NON_ESCAPE,0.1095,0.11,23698
+Z,NON_ESCAPE,0.11,0.1105,23902
+Z,NON_ESCAPE,0.1105,0.111,24013
+Z,NON_ESCAPE,0.111,0.1115,24346
+Z,NON_ESCAPE,0.1115,0.112,24262
+Z,NON_ESCAPE,0.112,0.1125,24313
+Z,NON_ESCAPE,0.1125,0.113,24309
+Z,NON_ESCAPE,0.113,0.1135,24485
+Z,NON_ESCAPE,0.1135,0.114,24440
+Z,NON_ESCAPE,0.114,0.1145,24610
+Z,NON_ESCAPE,0.1145,0.115,24584
+Z,NON_ESCAPE,0.115,0.1155,24933
+Z,NON_ESCAPE,0.1155,0.116,24794
+Z,NON_ESCAPE,0.116,0.1165,24975
+Z,NON_ESCAPE,0.1165,0.117,25078
+Z,NON_ESCAPE,0.117,0.1175,25247
+Z,NON_ESCAPE,0.1175,0.118,25088
+Z,NON_ESCAPE,0.118,0.1185,25112
+Z,NON_ESCAPE,0.1185,0.119,25408
+Z,NON_ESCAPE,0.119,0.1195,25481
+Z,NON_ESCAPE,0.1195,0.12,25237
+Z,NON_ESCAPE,0.12,0.1205,25498
+Z,NON_ESCAPE,0.1205,0.121,25439
+Z,NON_ESCAPE,0.121,0.1215,25717
+Z,NON_ESCAPE,0.1215,0.122,25797
+Z,NON_ESCAPE,0.122,0.1225,26146
+Z,NON_ESCAPE,0.1225,0.123,26302
+Z,NON_ESCAPE,0.123,0.1235,26272
+Z,NON_ESCAPE,0.1235,0.124,26318
+Z,NON_ESCAPE,0.124,0.1245,26265
+Z,NON_ESCAPE,0.1245,0.125,26530
+Z,NON_ESCAPE,0.125,0.1255,26721
+Z,NON_ESCAPE,0.1255,0.126,26852
+Z,NON_ESCAPE,0.126,0.1265,26783
+Z,NON_ESCAPE,0.1265,0.127,26752
+Z,NON_ESCAPE,0.127,0.1275,27039
+Z,NON_ESCAPE,0.1275,0.128,26714
+Z,NON_ESCAPE,0.128,0.1285,27426
+Z,NON_ESCAPE,0.1285,0.129,27011
+Z,NON_ESCAPE,0.129,0.1295,27324
+Z,NON_ESCAPE,0.1295,0.13,27224
+Z,NON_ESCAPE,0.13,0.1305,27581
+Z,NON_ESCAPE,0.1305,0.131,27611
+Z,NON_ESCAPE,0.131,0.1315,27702
+Z,NON_ESCAPE,0.1315,0.132,27419
+Z,NON_ESCAPE,0.132,0.1325,27750
+Z,NON_ESCAPE,0.1325,0.133,27879
+Z,NON_ESCAPE,0.133,0.1335,27840
+Z,NON_ESCAPE,0.1335,0.134,28218
+Z,NON_ESCAPE,0.134,0.1345,28341
+Z,NON_ESCAPE,0.1345,0.135,28213
+Z,NON_ESCAPE,0.135,0.1355,28243
+Z,NON_ESCAPE,0.1355,0.136,28245
+Z,NON_ESCAPE,0.136,0.1365,28639
+Z,NON_ESCAPE,0.1365,0.137,28402
+Z,NON_ESCAPE,0.137,0.1375,28456
+Z,NON_ESCAPE,0.1375,0.138,28995
+Z,NON_ESCAPE,0.138,0.1385,28801
+Z,NON_ESCAPE,0.1385,0.139,29034
+Z,NON_ESCAPE,0.139,0.1395,28989
+Z,NON_ESCAPE,0.1395,0.14,29193
+Z,NON_ESCAPE,0.14,0.1405,28970
+Z,NON_ESCAPE,0.1405,0.141,29328
+Z,NON_ESCAPE,0.141,0.1415,29117
+Z,NON_ESCAPE,0.1415,0.142,29743
+Z,NON_ESCAPE,0.142,0.1425,29530
+Z,NON_ESCAPE,0.1425,0.143,29355
+Z,NON_ESCAPE,0.143,0.1435,29752
+Z,NON_ESCAPE,0.1435,0.144,29654
+Z,NON_ESCAPE,0.144,0.1445,30245
+Z,NON_ESCAPE,0.1445,0.145,29975
+Z,NON_ESCAPE,0.145,0.1455,30073
+Z,NON_ESCAPE,0.1455,0.146,30036
+Z,NON_ESCAPE,0.146,0.1465,30212
+Z,NON_ESCAPE,0.1465,0.147,29923
+Z,NON_ESCAPE,0.147,0.1475,30246
+Z,NON_ESCAPE,0.1475,0.148,30419
+Z,NON_ESCAPE,0.148,0.1485,30510
+Z,NON_ESCAPE,0.1485,0.149,30587
+Z,NON_ESCAPE,0.149,0.1495,30719
+Z,NON_ESCAPE,0.1495,0.15,30718
+Z,NON_ESCAPE,0.15,0.1505,30909
+Z,NON_ESCAPE,0.1505,0.151,30879
+Z,NON_ESCAPE,0.151,0.1515,31028
+Z,NON_ESCAPE,0.1515,0.152,31365
+Z,NON_ESCAPE,0.152,0.1525,31684
+Z,NON_ESCAPE,0.1525,0.153,31585
+Z,NON_ESCAPE,0.153,0.1535,31250
+Z,NON_ESCAPE,0.1535,0.154,31512
+Z,NON_ESCAPE,0.154,0.1545,31458
+Z,NON_ESCAPE,0.1545,0.155,31460
+Z,NON_ESCAPE,0.155,0.1555,31567
+Z,NON_ESCAPE,0.1555,0.156,31662
+Z,NON_ESCAPE,0.156,0.1565,31686
+Z,NON_ESCAPE,0.1565,0.157,31860
+Z,NON_ESCAPE,0.157,0.1575,31716
+Z,NON_ESCAPE,0.1575,0.158,31743
+Z,NON_ESCAPE,0.158,0.1585,32065
+Z,NON_ESCAPE,0.1585,0.159,32262
+Z,NON_ESCAPE,0.159,0.1595,32667
+Z,NON_ESCAPE,0.1595,0.16,32387
+Z,NON_ESCAPE,0.16,0.1605,32694
+Z,NON_ESCAPE,0.1605,0.161,32713
+Z,NON_ESCAPE,0.161,0.1615,32837
+Z,NON_ESCAPE,0.1615,0.162,32743
+Z,NON_ESCAPE,0.162,0.1625,32809
+Z,NON_ESCAPE,0.1625,0.163,32853
+Z,NON_ESCAPE,0.163,0.1635,32891
+Z,NON_ESCAPE,0.1635,0.164,32847
+Z,NON_ESCAPE,0.164,0.1645,33224
+Z,NON_ESCAPE,0.1645,0.165,33373
+Z,NON_ESCAPE,0.165,0.1655,33406
+Z,NON_ESCAPE,0.1655,0.166,33368
+Z,NON_ESCAPE,0.166,0.1665,33507
+Z,NON_ESCAPE,0.1665,0.167,33452
+Z,NON_ESCAPE,0.167,0.1675,33534
+Z,NON_ESCAPE,0.1675,0.168,33690
+Z,NON_ESCAPE,0.168,0.1685,33700
+Z,NON_ESCAPE,0.1685,0.169,33999
+Z,NON_ESCAPE,0.169,0.1695,33841
+Z,NON_ESCAPE,0.1695,0.17,34159
+Z,NON_ESCAPE,0.17,0.1705,34388
+Z,NON_ESCAPE,0.1705,0.171,34284
+Z,NON_ESCAPE,0.171,0.1715,34516
+Z,NON_ESCAPE,0.1715,0.172,34549
+Z,NON_ESCAPE,0.172,0.1725,34519
+Z,NON_ESCAPE,0.1725,0.173,34248
+Z,NON_ESCAPE,0.173,0.1735,34585
+Z,NON_ESCAPE,0.1735,0.174,34521
+Z,NON_ESCAPE,0.174,0.1745,34685
+Z,NON_ESCAPE,0.1745,0.175,34695
+Z,NON_ESCAPE,0.175,0.1755,35165
+Z,NON_ESCAPE,0.1755,0.176,35119
+Z,NON_ESCAPE,0.176,0.1765,35044
+Z,NON_ESCAPE,0.1765,0.177,34905
+Z,NON_ESCAPE,0.177,0.1775,35246
+Z,NON_ESCAPE,0.1775,0.178,35267
+Z,NON_ESCAPE,0.178,0.1785,35742
+Z,NON_ESCAPE,0.1785,0.179,35664
+Z,NON_ESCAPE,0.179,0.1795,35312
+Z,NON_ESCAPE,0.1795,0.18,35866
+Z,NON_ESCAPE,0.18,0.1805,35589
+Z,NON_ESCAPE,0.1805,0.181,35886
+Z,NON_ESCAPE,0.181,0.1815,35711
+Z,NON_ESCAPE,0.1815,0.182,35770
+Z,NON_ESCAPE,0.182,0.1825,36145
+Z,NON_ESCAPE,0.1825,0.183,36224
+Z,NON_ESCAPE,0.183,0.1835,36132
+Z,NON_ESCAPE,0.1835,0.184,36010
+Z,NON_ESCAPE,0.184,0.1845,36516
+Z,NON_ESCAPE,0.1845,0.185,36245
+Z,NON_ESCAPE,0.185,0.1855,36429
+Z,NON_ESCAPE,0.1855,0.186,36490
+Z,NON_ESCAPE,0.186,0.1865,36399
+Z,NON_ESCAPE,0.1865,0.187,36397
+Z,NON_ESCAPE,0.187,0.1875,36332
+Z,NON_ESCAPE,0.1875,0.188,36578
+Z,NON_ESCAPE,0.188,0.1885,36962
+Z,NON_ESCAPE,0.1885,0.189,36709
+Z,NON_ESCAPE,0.189,0.1895,36988
+Z,NON_ESCAPE,0.1895,0.19,37288
+Z,NON_ESCAPE,0.19,0.1905,37034
+Z,NON_ESCAPE,0.1905,0.191,36861
+Z,NON_ESCAPE,0.191,0.1915,37104
+Z,NON_ESCAPE,0.1915,0.192,37132
+Z,NON_ESCAPE,0.192,0.1925,37283
+Z,NON_ESCAPE,0.1925,0.193,37307
+Z,NON_ESCAPE,0.193,0.1935,37220
+Z,NON_ESCAPE,0.1935,0.194,37567
+Z,NON_ESCAPE,0.194,0.1945,37829
+Z,NON_ESCAPE,0.1945,0.195,37563
+Z,NON_ESCAPE,0.195,0.1955,37603
+Z,NON_ESCAPE,0.1955,0.196,37796
+Z,NON_ESCAPE,0.196,0.1965,37676
+Z,NON_ESCAPE,0.1965,0.197,38248
+Z,NON_ESCAPE,0.197,0.1975,37916
+Z,NON_ESCAPE,0.1975,0.198,37819
+Z,NON_ESCAPE,0.198,0.1985,38282
+Z,NON_ESCAPE,0.1985,0.199,38150
+Z,NON_ESCAPE,0.199,0.1995,38060
+Z,NON_ESCAPE,0.1995,0.2,38019
+Z,NON_ESCAPE,0.2,0.2005,38445
+Z,NON_ESCAPE,0.2005,0.201,38556
+Z,NON_ESCAPE,0.201,0.2015,38216
+Z,NON_ESCAPE,0.2015,0.202,38406
+Z,NON_ESCAPE,0.202,0.2025,38347
+Z,NON_ESCAPE,0.2025,0.203,38296
+Z,NON_ESCAPE,0.203,0.2035,38582
+Z,NON_ESCAPE,0.2035,0.204,38616
+Z,NON_ESCAPE,0.204,0.2045,38635
+Z,NON_ESCAPE,0.2045,0.205,38640
+Z,NON_ESCAPE,0.205,0.2055,38487
+Z,NON_ESCAPE,0.2055,0.206,38788
+Z,NON_ESCAPE,0.206,0.2065,39323
+Z,NON_ESCAPE,0.2065,0.207,39236
+Z,NON_ESCAPE,0.207,0.2075,38706
+Z,NON_ESCAPE,0.2075,0.208,38984
+Z,NON_ESCAPE,0.208,0.2085,39170
+Z,NON_ESCAPE,0.2085,0.209,39100
+Z,NON_ESCAPE,0.209,0.2095,39579
+Z,NON_ESCAPE,0.2095,0.21,39687
+Z,NON_ESCAPE,0.21,0.2105,39505
+Z,NON_ESCAPE,0.2105,0.211,39523
+Z,NON_ESCAPE,0.211,0.2115,39338
+Z,NON_ESCAPE,0.2115,0.212,39584
+Z,NON_ESCAPE,0.212,0.2125,39239
+Z,NON_ESCAPE,0.2125,0.213,39607
+Z,NON_ESCAPE,0.213,0.2135,39690
+Z,NON_ESCAPE,0.2135,0.214,39702
+Z,NON_ESCAPE,0.214,0.2145,39513
+Z,NON_ESCAPE,0.2145,0.215,39972
+Z,NON_ESCAPE,0.215,0.2155,39630
+Z,NON_ESCAPE,0.2155,0.216,39608
+Z,NON_ESCAPE,0.216,0.2165,39942
+Z,NON_ESCAPE,0.2165,0.217,39746
+Z,NON_ESCAPE,0.217,0.2175,40164
+Z,NON_ESCAPE,0.2175,0.218,40195
+Z,NON_ESCAPE,0.218,0.2185,40392
+Z,NON_ESCAPE,0.2185,0.219,40159
+Z,NON_ESCAPE,0.219,0.2195,40078
+Z,NON_ESCAPE,0.2195,0.22,40147
+Z,NON_ESCAPE,0.22,0.2205,40429
+Z,NON_ESCAPE,0.2205,0.221,40098
+Z,NON_ESCAPE,0.221,0.2215,40457
+Z,NON_ESCAPE,0.2215,0.222,40126
+Z,NON_ESCAPE,0.222,0.2225,39844
