face,outcome,cos_bin_low,cos_bin_high,count
+Z,NON_ESCAPE,0.0,0.0005,90
+Z,NON_ESCAPE,0.0005,0.001,285
+Z,NON_ESCAPE,0.001,0.0015,494
+Z,NON_ESCAPE,0.0015,0.002,708
+Z,NON_ESCAPE,0.002,0.0025,896
+Z,NON_ESCAPE,0.0025,0.003,1036
+Z,NON_ESCAPE,0.003,0.0035,1325
+Z,NON_ESCAPE,0.0035,0.004,1541
+Z,NON_ESCAPE,0.004,0.0045,1781
+Z,NON_ESCAPE,0.0045,0.005,1871
+Z,NON_ESCAPE,0.005,0.0055,2114
+Z,NON_ESCAPE,0.0055,0.006,2307
+Z,NON_ESCAPE,0.006,0.0065,2617
+Z,NON_ESCAPE,0.0065,0.007,2656
+Z,NON_ESCAPE,0.007,0.0075,2892
+Z,NON_ESCAPE,0.0075,0.008,3154
+Z,NON_ESCAPE,0.008,0.0085,3312
+Z,NON_ESCAPE,0.0085,0.009,3544
+Z,NON_ESCAPE,0.009,0.0095,3755
+Z,NON_ESCAPE,0.0095,0.01,3937
+Z,NON_ESCAPE,0.01,0.0105,4265
+Z,NON_ESCAPE,0.0105,0.011,4378
+Z,NON_ESCAPE,0.011,0.0115,4565
+Z,NON_ESCAPE,0.0115,0.012,4744
+Z,NON_ESCAPE,0.012,0.0125,5107
+Z,NON_ESCAPE,0.0125,0.013,5064
+Z,NON_ESCAPE,0.013,0.0135,5432
+Z,NON_ESCAPE,0.0135,0.014,5607
+Z,NON_ESCAPE,0.014,0.0145,5915
+Z,NON_ESCAPE,0.0145,0.015,5912
+Z,NON_ESCAPE,0.015,0.0155,6125
+Z,NON_ESCAPE,0.0155,0.016,6338
+Z,NON_ESCAPE,0.016,0.0165,6495
+Z,NON_ESCAPE,0.0165,0.017,6610
+Z,NON_ESCAPE,0.017,0.0175,6823
+Z,NON_ESCAPE,0.0175,0.018,7027
+Z,NON_ESCAPE,0.018,0.0185,7273
+Z,NON_ESCAPE,0.0185,0.019,7398
+Z,NON_ESCAPE,0.019,0.0195,7554
+Z,NON_ESCAPE,0.0195,0.02,7524
+Z,NON_ESCAPE,0.02,0.0205,7799
+Z,NON_ESCAPE,0.0205,0.021,7954
+Z,NON_ESCAPE,0.021,0.0215,8227
+Z,NON_ESCAPE,0.0215,0.022,8351
+Z,NON_ESCAPE,0.022,0.0225,8476
+Z,NON_ESCAPE,0.0225,0.023,8502
+Z,NON_ESCAPE,0.023,0.0235,8675
+Z,NON_ESCAPE,0.0235,0.024,8869
+Z,NON_ESCAPE,0.024,0.0245,9150
+Z,NON_ESCAPE,0.0245,0.025,9203
+Z,NON_ESCAPE,0.025,0.0255,9235
+Z,NON_ESCAPE,0.0255,0.026,9378
+Z,NON_ESCAPE,0.026,0.0265,9531
+Z,NON_ESCAPE,0.0265,0.027,9536
+Z,NON_ESCAPE,0.027,0.0275,10037
+Z,NON_ESCAPE,0.0275,0.028,10029
+Z,NON_ESCAPE,0.028,0.0285,10337
+Z,NON_ESCAPE,0.0285,0.029,10486
+Z,NON_ESCAPE,0.029,0.0295,10357
+Z,NON_ESCAPE,0.0295,0.03,10536
+Z,NON_ESCAPE,0.03,0.0305,10710
+Z,NON_ESCAPE,0.0305,0.031,11066
+Z,NON_ESCAPE,0.031,0.0315,11118
+Z,NON_ESCAPE,0.0315,0.032,11212
+Z,NON_ESCAPE,0.032,0.0325,11354
+Z,NON_ESCAPE,0.0325,0.033,11469
+Z,NON_ESCAPE,0.033,0.0335,11739
+Z,NON_ESCAPE,0.0335,0.034,11790
+Z,NON_ESCAPE,0.034,0.0345,11801
+Z,NON_ESCAPE,0.0345,0.035,11973
+Z,NON_ESCAPE,0.035,0.0355,12082
+Z,NON_ESCAPE,0.0355,0.036,12306
+Z,NON_ESCAPE,0.036,0.0365,12416
+Z,NON_ESCAPE,0.0365,0.037,12559
+Z,NON_ESCAPE,0.037,0.0375,12668
+Z,NON_ESCAPE,0.0375,0.038,12741
+Z,NON_ESCAPE,0.038,0.0385,12671
+Z,NON_ESCAPE,0.0385,0.039,13051
+Z,NON_ESCAPE,0.039,0.0395,13074
+Z,NON_ESCAPE,0.0395,0.04,13179
+Z,NON_ESCAPE,0.04,0.0405,13253
+Z,NON_ESCAPE,0.0405,0.041,13564
+Z,NON_ESCAPE,0.041,0.0415,13588
+Z,NON_ESCAPE,0.0415,0.042,13777
+Z,NON_ESCAPE,0.042,0.0425,13838
+Z,NON_ESCAPE,0.0425,0.043,13922
+Z,NON_ESCAPE,0.043,0.0435,14352
+Z,NON_ESCAPE,0.0435,0.044,14469
+Z,NON_ESCAPE,0.044,0.0445,14358
+Z,NON_ESCAPE,0.0445,0.045,14405
+Z,NON_ESCAPE,0.045,0.0455,14724
+Z,NON_ESCAPE,0.0455,0.046,14620
+Z,NON_ESCAPE,0.046,0.0465,14712
+Z,NON_ESCAPE,0.0465,0.047,14904
+Z,NON_ESCAPE,0.047,0.0475,15333
+Z,NON_ESCAPE,0.0475,0.048,15286
+Z,NON_ESCAPE,0.048,0.0485,15359
+Z,NON_ESCAPE,0.0485,0.049,15699
+Z,NON_ESCAPE,0.049,0.0495,15806
+Z,NON_ESCAPE,0.0495,0.05,15594
+Z,NON_ESCAPE,0.05,0.0505,15935
+Z,NON_ESCAPE,0.0505,0.051,15900
+Z,NON_ESCAPE,0.051,0.0515,16056
+Z,NON_ESCAPE,0.0515,0.052,16157
+Z,NON_ESCAPE,0.052,0.0525,16411
+Z,NON_ESCAPE,0.0525,0.053,16459
+Z,NON_ESCAPE,0.053,0.0535,16641
+Z,NON_ESCAPE,0.0535,0.054,16844
+Z,NON_ESCAPE,0.054,0.0545,16663
+Z,NON_ESCAPE,0.0545,0.055,16772
+Z,NON_ESCAPE,0.055,0.0555,17013
+Z,NON_ESCAPE,0.0555,0.056,17024
+Z,NON_ESCAPE,0.056,0.0565,17199
+Z,NON_ESCAPE,0.0565,0.057,17393
+Z,NON_ESCAPE,0.057,0.0575,17349
+Z,NON_ESCAPE,0.0575,0.058,17474
+Z,NON_ESCAPE,0.058,0.0585,17736
+Z,NON_ESCAPE,0.0585,0.059,17851
+Z,NON_ESCAPE,0.059,0.0595,18145
+Z,NON_ESCAPE,0.0595,0.06,18094
+Z,NON_ESCAPE,0.06,0.0605,18182
+Z,NON_ESCAPE,0.0605,0.061,18202
+Z,NON_ESCAPE,0.061,0.0615,18395
+Z,NON_ESCAPE,0.0615,0.062,18550
+Z,NON_ESCAPE,0.062,0.0625,18359
+Z,NON_ESCAPE,0.0625,0.063,18846
+Z,NON_ESCAPE,0.063,0.0635,18692
+Z,NON_ESCAPE,0.0635,0.064,18965
+Z,NON_ESCAPE,0.064,0.0645,18967
+Z,NON_ESCAPE,0.0645,0.065,18889
+Z,NON_ESCAPE,0.065,0.0655,19217
+Z,NON_ESCAPE,0.0655,0.066,19393
+Z,NON_ESCAPE,0.066,0.0665,19171
+Z,NON_ESCAPE,0.0665,0.067,19634
+Z,NON_ESCAPE,0.067,0.0675,19717
+Z,NON_ESCAPE,0.0675,0.068,19875
+Z,NON_ESCAPE,0.068,0.0685,19720
+Z,NON_ESCAPE,0.0685,0.069,20018
+Z,NON_ESCAPE,0.069,0.0695,20310
+Z,NON_ESCAPE,0.0695,0.07,20262
+Z,NON_ESCAPE,0.07,0.0705,20162
+Z,NON_ESCAPE,0.0705,0.071,20605
+Z,NON_ESCAPE,0.071,0.0715,20867
+Z,NON_ESCAPE,0.0715,0.072,20411
+Z,NON_ESCAPE,0.072,0.0725,20542
+Z,NON_ESCAPE,0.0725,0.073,20534
+Z,NON_ESCAPE,0.073,0.0735,21133
+Z,NON_ESCAPE,0.0735,0.074,20923
+Z,NON_ESCAPE,0.074,0.0745,20939
+Z,NON_ESCAPE,0.0745,0.075,21106
+Z,NON_ESCAPE,0.075,0.0755,21240
+Z,NON_ESCAPE,0.0755,0.076,21412
+Z,NON_ESCAPE,0.076,0.0765,21656
+Z,NON_ESCAPE,0.0765,0.077,21646
+Z,NON_ESCAPE,0.077,0.0775,21477
+Z,NON_ESCAPE,0.0775,0.078,21507
+Z,NON_ESCAPE,0.078,0.0785,21775
+Z,NON_ESCAPE,0.0785,0.079,21904
+Z,NON_ESCAPE,0.079,0.0795,22330
+Z,NON_ESCAPE,0.0795,0.08,22144
+Z,NON_ESCAPE,0.08,0.0805,22142
+Z,NON_ESCAPE,0.0805,0.081,22389
+Z,NON_ESCAPE,0.081,0.0815,22501
+Z,NON_ESCAPE,0.0815,0.082,22561
+Z,NON_ESCAPE,0.082,0.0825,22533
+Z,NON_ESCAPE,0.0825,0.083,22567
+Z,NON_ESCAPE,0.083,0.0835,22663
+Z,NON_ESCAPE,0.0835,0.084,22903
+Z,NON_ESCAPE,0.084,0.0845,22819
+Z,NON_ESCAPE,0.0845,0.085,23116
+Z,NON_ESCAPE,0.085,0.0855,23048
+Z,NON_ESCAPE,0.0855,0.086,23196
+Z,NON_ESCAPE,0.086,0.0865,23615
+Z,NON_ESCAPE,0.0865,0.087,23841
+Z,NON_ESCAPE,0.087,0.0875,23662
+Z,NON_ESCAPE,0.0875,0.088,23673
+Z,NON_ESCAPE,0.088,0.0885,23902
+Z,NON_ESCAPE,0.0885,0.089,23943
+Z,NON_ESCAPE,0.089,0.0895,23984
+Z,NON_ESCAPE,0.0895,0.09,24066
+Z,NON_ESCAPE,0.09,0.0905,24301
+Z,NON_ESCAPE,0.0905,0.091,24546
+Z,NON_ESCAPE,0.091,0.0915,24534
+Z,NON_ESCAPE,0.0915,0.092,24675
+Z,NON_ESCAPE,0.092,0.0925,24687
+Z,NON_ESCAPE,0.0925,0.093,24932
+Z,NON_ESCAPE,0.093,0.0935,24915
+Z,NON_ESCAPE,0.0935,0.094,24678
+Z,NON_ESCAPE,0.094,0.0945,24952
+Z,NON_ESCAPE,0.0945,0.095,24667
+Z,NON_ESCAPE,0.095,0.0955,25367
+Z,NON_ESCAPE,0.0955,0.096,25370
+Z,NON_ESCAPE,0.096,0.0965,25268
+Z,NON_ESCAPE,0.0965,0.097,25236
+Z,NON_ESCAPE,0.097,0.0975,25575
+Z,NON_ESCAPE,0.0975,0.098,25720
+Z,NON_ESCAPE,0.098,0.0985,25519
+Z,NON_ESCAPE,0.0985,0.099,25740
+Z,NON_ESCAPE,0.099,0.0995,25712
+Z,NON_ESCAPE,0.0995,0.1,25733
+Z,NON_ESCAPE,0.1,0.1005,26103
+Z,NON_ESCAPE,0.1005,0.101,26093
+Z,NON_ESCAPE,0.101,0.1015,26082
+Z,NON_ESCAPE,0.1015,0.102,26355
+Z,NON_ESCAPE,0.102,0.1025,26136
+Z,NON_ESCAPE,0.1025,0.103,26367
