event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,15075.0,1.546321153029502,0.02530688536742847,1.5210142676620735,14812,3899,6235.0,3764.0,3764.1364824846937,3823.0,59.0,410,162
1,17278.0,1.779041319218336,0.02888454681276239,1.7501567724055738,16956,4305,7104.0,4359.0,4289.588264833347,4421.0,62.0,428,172
2,16422.0,1.6769829618275767,0.02754396453050396,1.6494389972970727,16158,4199,6762.0,4115.0,4080.2809977991533,4167.0,52.0,396,169
3,17356.0,1.7658836921737513,0.029520624954959985,1.7363630672187913,17059,4420,7136.0,4410.0,4313.102019126441,4473.0,63.0,485,187
4,17171.0,1.7685122002217717,0.02868864166634121,1.7398235585554305,16843,4363,7146.0,4338.0,4313.299714092264,4396.0,58.0,415,203
5,17414.0,1.7841188638280376,0.028996549373090756,1.7551223144549468,17095,4540,7270.0,4395.0,4387.778483470875,4466.0,71.0,446,197
6,19729.0,2.0320392176808806,0.032835061417972856,1.9992041562629077,19404,5031,8226.0,5005.0,4979.271068910858,5086.0,81.0,521,214
7,15535.0,1.6214095024788167,0.02620979073064776,1.5951997117481689,15285,3915,6541.0,3948.0,3941.137253126177,4004.0,56.0,398,157
8,18990.0,1.967137012871754,0.031796123374393075,1.935340889497361,18699,4688,7975.0,4824.0,4821.331789891569,4890.0,66.0,546,200
9,21272.0,2.1526623910317104,0.03522659890850646,2.117435792123204,20923,5411,8793.0,5265.0,5316.40083807497,5345.0,80.0,538,202
10,24182.0,2.4650294225824254,0.04009368361533304,2.4249357389670925,23780,6086,9869.0,5956.0,5961.968208055301,6034.0,78.0,633,250
11,15458.0,1.5931033107294288,0.025705980508687856,1.567397330220741,15200,3938,6431.0,3821.0,3876.113058707474,3888.0,67.0,385,166
12,22799.0,2.348955297707882,0.03804400412992052,2.3109112935779614,22402,5762,9565.0,5764.0,5783.132296386483,5850.0,86.0,622,250
13,37204.0,3.8673168478880857,0.06163174221030159,3.8056851056777843,36566,9344,15199.0,9181.0,9196.840789149039,9331.0,150.0,943,405
14,14468.0,1.5138118084408054,0.024638664660293696,1.4891731437805118,14233,3660,6089.0,3715.0,3664.674637531011,3764.0,49.0,421,152
15,18772.0,1.9407315534151193,0.03129270346838647,1.9094388499467327,18417,4680,7827.0,4717.0,4724.664579413465,4791.0,74.0,503,209
16,39249.0,4.04511113939271,0.06473396267433855,3.9803771767183718,38616,9994,15983.0,9611.0,9687.350673346056,9750.0,139.0,1023,412
17,18950.0,1.943112884766533,0.031643628002860795,1.9114692567636724,18641,4745,7848.0,4724.0,4741.692407822876,4782.0,58.0,458,209
18,18479.0,1.9111326583465402,0.030814956463042536,1.8803177018834978,18173,4565,7737.0,4695.0,4676.243082265655,4767.0,72.0,474,196
19,18471.0,1.9067150033655738,0.030803077039333205,1.8759119263262405,18142,4630,7601.0,4608.0,4585.735681918995,4689.0,81.0,465,210
20,17946.0,1.8428361246985188,0.02982276636758327,1.8130133583309356,17595,4568,7276.0,4408.0,4398.5503028683215,4481.0,73.0,446,189
21,15593.0,1.5899642257428899,0.026347080344903136,1.5636171453979868,15321,3988,6527.0,3880.0,3934.317477288214,3935.0,55.0,438,159
22,17602.0,1.8264624140708354,0.02976744907510296,1.7966949649957324,17319,4479,7223.0,4388.0,4359.041105284984,4455.0,67.0,462,174
23,22350.0,2.332849065804306,0.037156684831571446,2.2956923809727345,21961,5707,9094.0,5549.0,5512.2238939330355,5632.0,83.0,611,237
24,24713.0,2.5586473159560597,0.04170478346122042,2.516942532494839,24290,6173,10156.0,6231.0,6130.402545211379,6318.0,87.0,618,271
25,15444.0,1.5871778330545079,0.025549387353514835,1.561628445700993,15161,3781,6472.0,3806.0,3896.2266897071227,3874.0,68.0,393,154
26,24325.0,2.501515162749454,0.040267485457650715,2.4612476772918033,23910,6234,9950.0,5943.0,6021.694842103007,6032.0,89.0,591,281
27,20644.0,2.1163666969530004,0.034399434606835956,2.0819672623461645,20282,5254,8521.0,5161.0,5145.845182357303,5255.0,94.0,571,231
28,19514.0,1.9997454130326877,0.03308111098009941,1.9666643020525882,19130,4898,7967.0,4813.0,4810.943048568132,4889.0,76.0,513,204
29,16131.0,1.6479976115827981,0.02715040947088786,1.6208472021119102,15864,4010,6696.0,4043.0,4041.4535200283603,4101.0,58.0,434,180
30,19102.0,1.9532180196408044,0.03195538923307001,1.9212626304077345,18776,4860,7736.0,4671.0,4678.996137692816,4739.0,68.0,470,205
31,15717.0,1.6110936477975124,0.026443817410524588,1.5846498303869878,15460,3967,6658.0,3985.0,4013.691619546006,4027.0,42.0,408,177
32,16104.0,1.6548009725604054,0.026746710420047035,1.6280542621403584,15837,4043,6638.0,3963.0,3999.732874907309,4034.0,71.0,382,171
33,17113.0,1.778288780930155,0.02846804364298905,1.7498207372871661,16834,4342,7084.0,4206.0,4270.17932208831,4256.0,50.0,464,167
34,18041.0,1.843909190953657,0.030285917599121026,1.8136232733545359,17724,4551,7479.0,4437.0,4512.620629187349,4498.0,61.0,457,190
35,18728.0,1.9277607444659763,0.030942188370725984,1.8968185560952504,18412,4744,7614.0,4542.0,4598.086035709941,4619.0,77.0,473,203
36,20098.0,2.0874005491697893,0.03370544645340141,2.053695102716388,19790,5062,8265.0,4994.0,4995.581235011315,5051.0,57.0,542,202
37,25492.0,2.613081412801582,0.04276848547310479,2.570312927328477,25077,6505,10436.0,6341.0,6316.159396909523,6429.0,88.0,613,307
38,17683.0,1.8116581280750712,0.029544299996753766,1.7821138280783175,17402,4528,7294.0,4406.0,4406.976536452471,4478.0,72.0,478,186
39,18966.0,1.9604656434573338,0.03170215749006449,1.9287634859672693,18640,4768,7950.0,4808.0,4804.926602761611,4886.0,78.0,517,214
40,15265.0,1.5639005653700337,0.025878796455513976,1.5380217689145197,15011,3854,6415.0,3910.0,3864.904456084628,3980.0,70.0,437,145
41,14224.0,1.4608102332479935,0.02394807916816988,1.4368621540798237,13970,3597,5995.0,3638.0,3613.618986326732,3699.0,61.0,341,150
42,19997.0,2.0859531783367977,0.033090824131939346,2.0528623542048585,19648,5016,8177.0,4911.0,4945.445716852125,4997.0,86.0,460,224
43,19606.0,2.0240764805478704,0.032911535150927256,1.991164945396943,19265,4998,8163.0,4905.0,4928.573856606566,4991.0,86.0,516,224
44,16934.0,1.7631334554896925,0.02827057184054071,1.7348628836491518,16670,4289,6894.0,4169.0,4165.413578982117,4230.0,61.0,438,169
45,21283.0,2.1711843093841017,0.03559769897023064,2.135586610413871,20917,5351,8860.0,5381.0,5360.7812169890885,5468.0,87.0,571,216
46,21687.0,2.229655025646826,0.036040550846410675,2.1936144748004156,21338,5479,8851.0,5347.0,5356.280440680741,5406.0,59.0,593,246
47,16281.0,1.6896274861050604,0.02776950707767564,1.6618579790273849,15987,4097,6753.0,4168.0,4073.2599849202643,4231.0,63.0,446,158
48,17178.0,1.7398477507287544,0.028670270035367238,1.7111774806933873,16851,4332,7259.0,4357.0,4379.904520883669,4429.0,72.0,472,184
49,19037.0,1.9957137761818804,0.032111118606792256,1.9636026575750882,18707,4924,7814.0,4727.0,4723.029762306657,4794.0,67.0,499,182
50,17463.0,1.79951162444469,0.0294390749822509,1.7700725494624392,17195,4376,7198.0,4382.0,4347.0333491368765,4436.0,54.0,435,203
51,14780.0,1.5516173482692126,0.024737308349024555,1.526880039920188,14543,3708,6168.0,3668.0,3713.759442910042,3715.0,47.0,369,157
52,21741.0,2.2153170191733813,0.0363926042730789,2.1789244149003024,21383,5524,8968.0,5461.0,5427.1130816546,5547.0,86.0,579,253
53,16086.0,1.6696978276850762,0.027218611243818802,1.6424792164412574,15799,4060,6755.0,4082.0,4072.413498331057,4142.0,60.0,418,184
54,15413.0,1.5792152949619664,0.02614951378645835,1.5530657811755082,15147,3833,6403.0,3881.0,3857.894884874259,3943.0,62.0,389,166
55,22224.0,2.281355488792964,0.03725706606381771,2.244098422729146,21841,5654,9113.0,5458.0,5512.24204720029,5546.0,88.0,554,245
56,17683.0,1.7954180732792533,0.0293315820515134,1.7660864912277399,17395,4465,7202.0,4304.0,4350.88026485896,4357.0,53.0,473,167
57,18344.0,1.8858624757015159,0.030593093696931955,1.855269382004584,18031,4554,7547.0,4527.0,4562.899389723383,4593.0,66.0,464,187
58,15998.0,1.6577206177198849,0.027148330000487126,1.6305722877193978,15703,4088,6613.0,4049.0,3989.1271175526017,4106.0,57.0,409,146
59,18567.0,1.9072797744850976,0.03093584154759875,1.876343932937499,18250,4702,7685.0,4649.0,4634.737781206653,4714.0,65.0,457,202
60,17087.0,1.7612461412972045,0.028696361512378355,1.7325497797848262,16818,4294,7214.0,4304.0,4353.155139522192,4362.0,58.0,436,190
61,17086.0,1.7522980290259729,0.028686314960890285,1.7236117140650826,16783,4282,7087.0,4329.0,4279.626765318326,4403.0,74.0,463,176
62,15953.0,1.6096343704227571,0.0266683740755281,1.5829659963472291,15666,3997,6610.0,3955.0,3989.000291403226,4017.0,62.0,437,169
63,15228.0,1.571407387577953,0.025640007027239693,1.5457673805507133,14957,3825,6450.0,3870.0,3880.79558120685,3937.0,67.0,379,189
64,15507.0,1.5965007221146794,0.026532874172422873,1.5699678479422565,15222,3864,6357.0,3867.0,3832.092659876546,3922.0,55.0,403,178
