event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,V2_encounters,V2_escaped,V5_incident,V5_matched,V5_expected_PDE_sum,SD_detected,SD_orphan,npe_left,npe_right
0,19054.0,1.8951829156592908,0.023624375667425427,1.8715585399918653,18883,4804,10260.0,6135.0,6160.700155377882,6220.0,85.0,408,743
1,17350.0,1.7491139207164281,0.021664441918677786,1.7274494787977503,17193,4400,9409.0,5654.0,5635.974147852205,5731.0,77.0,334,662
2,16351.0,1.6293616731882095,0.02052375574319728,1.6088379174450123,16199,4128,8844.0,5347.0,5293.048389890734,5427.0,80.0,366,625
3,29117.0,2.8953537796202373,0.036571506008578454,2.858782273611659,28856,7390,15709.0,9485.0,9442.186569456522,9599.0,114.0,622,1111
4,18298.0,1.8377040966539941,0.023097338449101355,1.8146067582048928,18130,4611,9969.0,6012.0,5969.087890717599,6098.0,86.0,341,715
5,15743.0,1.6049720438371629,0.019768546109758003,1.5852034977274048,15601,4087,8505.0,5113.0,5087.898341393052,5182.0,69.0,309,604
6,15233.0,1.533270632523618,0.01942835623944616,1.513842276284172,15093,3814,8399.0,5084.0,5025.667547913527,5160.0,76.0,338,610
7,17420.0,1.7471042287321639,0.021740043157771206,1.7253641855743926,17290,4492,9420.0,5633.0,5646.336088419606,5700.0,67.0,331,668
8,19743.0,1.9924285599166722,0.024555651470202923,1.9678729084464692,19565,5040,10652.0,6404.0,6393.449724462017,6491.0,87.0,422,715
9,18187.0,1.8255805557756355,0.02261036951017758,1.802970186265458,18008,4561,9827.0,5929.0,5889.361704325879,6026.0,97.0,363,661
10,15972.0,1.578877084707431,0.019860893570905546,1.5590161911365255,15834,4113,8634.0,5133.0,5171.784402830889,5209.0,76.0,327,606
11,17562.0,1.7642960050212042,0.022337889646285507,1.7419581153749186,17379,4422,9522.0,5805.0,5706.309477660436,5896.0,91.0,410,706
12,18523.0,1.86455792369172,0.023114556704256883,1.841443366987463,18368,4746,9924.0,6004.0,5944.329048784224,6080.0,76.0,388,690
13,18130.0,1.8084018101201673,0.02245386796495475,1.7859479421552125,17970,4687,9649.0,5771.0,5780.56278343746,5862.0,91.0,365,632
14,18989.0,1.8847709851422536,0.023490724955264587,1.861280260186989,18819,4851,10123.0,6063.0,6066.229004110307,6143.0,80.0,395,707
15,14833.0,1.4876544220442727,0.01845462579055047,1.4691997962537222,14709,3715,8070.0,4830.0,4833.044624182236,4898.0,68.0,293,557
16,20459.0,2.0507013353254484,0.025381125238362442,2.025320210087086,20271,5150,10962.0,6574.0,6572.396451472964,6674.0,100.0,428,778
17,23126.0,2.2997727272518764,0.02849359451593086,2.2712791327359456,22931,5814,12427.0,7470.0,7461.029630947594,7572.0,102.0,438,915
18,19721.0,1.957377798582369,0.024351032047739096,1.93302676653463,19533,4909,10518.0,6237.0,6315.632291662039,6333.0,96.0,397,730
19,21789.0,2.166652388977555,0.026946428743258616,2.1397059602342963,21603,5511,11741.0,7031.0,7044.983094589604,7126.0,95.0,440,834
20,16205.0,1.5997690051731186,0.020230139598629293,1.5795388655744893,16062,4243,8709.0,5233.0,5217.94643689591,5309.0,76.0,320,673
21,15461.0,1.5265566872594512,0.0194120651402389,1.5071446221192122,15342,3984,8351.0,5041.0,4996.215996991921,5108.0,67.0,339,581
22,16961.0,1.7021610135638376,0.020893377118627564,1.6812676364452102,16807,4324,9107.0,5401.0,5460.419035928175,5483.0,82.0,328,636
