face,outcome,cos_bin_low,cos_bin_high,count
+Z,NON_ESCAPE,0.0,0.0005,75
+Z,NON_ESCAPE,0.0005,0.001,246
+Z,NON_ESCAPE,0.001,0.0015,432
+Z,NON_ESCAPE,0.0015,0.002,628
+Z,NON_ESCAPE,0.002,0.0025,832
+Z,NON_ESCAPE,0.0025,0.003,954
+Z,NON_ESCAPE,0.003,0.0035,1173
+Z,NON_ESCAPE,0.0035,0.004,1385
+Z,NON_ESCAPE,0.004,0.0045,1542
+Z,NON_ESCAPE,0.0045,0.005,1648
+Z,NON_ESCAPE,0.005,0.0055,1893
+Z,NON_ESCAPE,0.0055,0.006,2058
+Z,NON_ESCAPE,0.006,0.0065,2274
+Z,NON_ESCAPE,0.0065,0.007,2433
+Z,NON_ESCAPE,0.007,0.0075,2581
+Z,NON_ESCAPE,0.0075,0.008,2808
+Z,NON_ESCAPE,0.008,0.0085,3031
+Z,NON_ESCAPE,0.0085,0.009,3182
+Z,NON_ESCAPE,0.009,0.0095,3399
+Z,NON_ESCAPE,0.0095,0.01,3523
+Z,NON_ESCAPE,0.01,0.0105,3681
+Z,NON_ESCAPE,0.0105,0.011,3923
+Z,NON_ESCAPE,0.011,0.0115,4163
+Z,NON_ESCAPE,0.0115,0.012,4185
+Z,NON_ESCAPE,0.012,0.0125,4557
+Z,NON_ESCAPE,0.0125,0.013,4626
+Z,NON_ESCAPE,0.013,0.0135,4726
+Z,NON_ESCAPE,0.0135,0.014,5000
+Z,NON_ESCAPE,0.014,0.0145,5089
+Z,NON_ESCAPE,0.0145,0.015,5319
+Z,NON_ESCAPE,0.015,0.0155,5466
+Z,NON_ESCAPE,0.0155,0.016,5570
+Z,NON_ESCAPE,0.016,0.0165,5717
+Z,NON_ESCAPE,0.0165,0.017,5882
+Z,NON_ESCAPE,0.017,0.0175,6114
+Z,NON_ESCAPE,0.0175,0.018,6137
+Z,NON_ESCAPE,0.018,0.0185,6500
+Z,NON_ESCAPE,0.0185,0.019,6660
+Z,NON_ESCAPE,0.019,0.0195,6751
+Z,NON_ESCAPE,0.0195,0.02,6959
+Z,NON_ESCAPE,0.02,0.0205,7004
+Z,NON_ESCAPE,0.0205,0.021,7264
+Z,NON_ESCAPE,0.021,0.0215,7537
+Z,NON_ESCAPE,0.0215,0.022,7594
+Z,NON_ESCAPE,0.022,0.0225,7726
+Z,NON_ESCAPE,0.0225,0.023,7903
+Z,NON_ESCAPE,0.023,0.0235,8049
+Z,NON_ESCAPE,0.0235,0.024,8096
+Z,NON_ESCAPE,0.024,0.0245,8448
+Z,NON_ESCAPE,0.0245,0.025,8373
+Z,NON_ESCAPE,0.025,0.0255,8678
+Z,NON_ESCAPE,0.0255,0.026,8835
+Z,NON_ESCAPE,0.026,0.0265,8810
+Z,NON_ESCAPE,0.0265,0.027,8922
+Z,NON_ESCAPE,0.027,0.0275,9338
+Z,NON_ESCAPE,0.0275,0.028,9383
+Z,NON_ESCAPE,0.028,0.0285,9320
+Z,NON_ESCAPE,0.0285,0.029,9683
+Z,NON_ESCAPE,0.029,0.0295,9684
+Z,NON_ESCAPE,0.0295,0.03,9896
+Z,NON_ESCAPE,0.03,0.0305,10083
+Z,NON_ESCAPE,0.0305,0.031,10110
+Z,NON_ESCAPE,0.031,0.0315,10202
+Z,NON_ESCAPE,0.0315,0.032,10351
+Z,NON_ESCAPE,0.032,0.0325,10576
+Z,NON_ESCAPE,0.0325,0.033,10511
+Z,NON_ESCAPE,0.033,0.0335,10838
+Z,NON_ESCAPE,0.0335,0.034,10892
+Z,NON_ESCAPE,0.034,0.0345,11111
+Z,NON_ESCAPE,0.0345,0.035,11419
+Z,NON_ESCAPE,0.035,0.0355,11398
+Z,NON_ESCAPE,0.0355,0.036,11600
+Z,NON_ESCAPE,0.036,0.0365,11582
+Z,NON_ESCAPE,0.0365,0.037,11673
+Z,NON_ESCAPE,0.037,0.0375,11997
+Z,NON_ESCAPE,0.0375,0.038,11880
+Z,NON_ESCAPE,0.038,0.0385,11998
+Z,NON_ESCAPE,0.0385,0.039,12111
+Z,NON_ESCAPE,0.039,0.0395,12274
+Z,NON_ESCAPE,0.0395,0.04,12481
+Z,NON_ESCAPE,0.04,0.0405,12594
+Z,NON_ESCAPE,0.0405,0.041,12577
+Z,NON_ESCAPE,0.041,0.0415,12718
+Z,NON_ESCAPE,0.0415,0.042,13046
+Z,NON_ESCAPE,0.042,0.0425,12962
+Z,NON_ESCAPE,0.0425,0.043,13292
+Z,NON_ESCAPE,0.043,0.0435,13435
+Z,NON_ESCAPE,0.0435,0.044,13504
+Z,NON_ESCAPE,0.044,0.0445,13593
+Z,NON_ESCAPE,0.0445,0.045,13797
+Z,NON_ESCAPE,0.045,0.0455,13833
+Z,NON_ESCAPE,0.0455,0.046,13773
+Z,NON_ESCAPE,0.046,0.0465,13917
+Z,NON_ESCAPE,0.0465,0.047,14178
+Z,NON_ESCAPE,0.047,0.0475,14276
+Z,NON_ESCAPE,0.0475,0.048,14513
+Z,NON_ESCAPE,0.048,0.0485,14535
+Z,NON_ESCAPE,0.0485,0.049,14793
+Z,NON_ESCAPE,0.049,0.0495,14806
+Z,NON_ESCAPE,0.0495,0.05,14799
+Z,NON_ESCAPE,0.05,0.0505,14901
+Z,NON_ESCAPE,0.0505,0.051,15115
+Z,NON_ESCAPE,0.051,0.0515,15172
+Z,NON_ESCAPE,0.0515,0.052,15227
+Z,NON_ESCAPE,0.052,0.0525,15401
+Z,NON_ESCAPE,0.0525,0.053,15163
+Z,NON_ESCAPE,0.053,0.0535,15711
+Z,NON_ESCAPE,0.0535,0.054,15563
+Z,NON_ESCAPE,0.054,0.0545,15720
+Z,NON_ESCAPE,0.0545,0.055,16043
+Z,NON_ESCAPE,0.055,0.0555,16088
+Z,NON_ESCAPE,0.0555,0.056,16180
+Z,NON_ESCAPE,0.056,0.0565,16581
+Z,NON_ESCAPE,0.0565,0.057,16218
