face,outcome,cos_bin_low,cos_bin_high,count
+Z,NON_ESCAPE,0.0,0.0005,79
+Z,NON_ESCAPE,0.0005,0.001,251
+Z,NON_ESCAPE,0.001,0.0015,438
+Z,NON_ESCAPE,0.0015,0.002,634
+Z,NON_ESCAPE,0.002,0.0025,829
+Z,NON_ESCAPE,0.0025,0.003,961
+Z,NON_ESCAPE,0.003,0.0035,1152
+Z,NON_ESCAPE,0.0035,0.004,1422
+Z,NON_ESCAPE,0.004,0.0045,1535
+Z,NON_ESCAPE,0.0045,0.005,1682
+Z,NON_ESCAPE,0.005,0.0055,1913
+Z,NON_ESCAPE,0.0055,0.006,2093
+Z,NON_ESCAPE,0.006,0.0065,2294
+Z,NON_ESCAPE,0.0065,0.007,2452
+Z,NON_ESCAPE,0.007,0.0075,2619
+Z,NON_ESCAPE,0.0075,0.008,2790
+Z,NON_ESCAPE,0.008,0.0085,2999
+Z,NON_ESCAPE,0.0085,0.009,3125
+Z,NON_ESCAPE,0.009,0.0095,3442
+Z,NON_ESCAPE,0.0095,0.01,3473
+Z,NON_ESCAPE,0.01,0.0105,3711
+Z,NON_ESCAPE,0.0105,0.011,3850
+Z,NON_ESCAPE,0.011,0.0115,4124
+Z,NON_ESCAPE,0.0115,0.012,4137
+Z,NON_ESCAPE,0.012,0.0125,4453
+Z,NON_ESCAPE,0.0125,0.013,4592
+Z,NON_ESCAPE,0.013,0.0135,4760
+Z,NON_ESCAPE,0.0135,0.014,5059
+Z,NON_ESCAPE,0.014,0.0145,5119
+Z,NON_ESCAPE,0.0145,0.015,5341
+Z,NON_ESCAPE,0.015,0.0155,5504
+Z,NON_ESCAPE,0.0155,0.016,5645
+Z,NON_ESCAPE,0.016,0.0165,5728
+Z,NON_ESCAPE,0.0165,0.017,5882
+Z,NON_ESCAPE,0.017,0.0175,6109
+Z,NON_ESCAPE,0.0175,0.018,6314
+Z,NON_ESCAPE,0.018,0.0185,6403
+Z,NON_ESCAPE,0.0185,0.019,6623
+Z,NON_ESCAPE,0.019,0.0195,6668
+Z,NON_ESCAPE,0.0195,0.02,6946
+Z,NON_ESCAPE,0.02,0.0205,7079
+Z,NON_ESCAPE,0.0205,0.021,7195
+Z,NON_ESCAPE,0.021,0.0215,7518
+Z,NON_ESCAPE,0.0215,0.022,7615
+Z,NON_ESCAPE,0.022,0.0225,7722
+Z,NON_ESCAPE,0.0225,0.023,7873
+Z,NON_ESCAPE,0.023,0.0235,8040
+Z,NON_ESCAPE,0.0235,0.024,8082
+Z,NON_ESCAPE,0.024,0.0245,8520
+Z,NON_ESCAPE,0.0245,0.025,8272
+Z,NON_ESCAPE,0.025,0.0255,8708
+Z,NON_ESCAPE,0.0255,0.026,8770
+Z,NON_ESCAPE,0.026,0.0265,8866
+Z,NON_ESCAPE,0.0265,0.027,8906
+Z,NON_ESCAPE,0.027,0.0275,9283
+Z,NON_ESCAPE,0.0275,0.028,9402
+Z,NON_ESCAPE,0.028,0.0285,9444
+Z,NON_ESCAPE,0.0285,0.029,9688
+Z,NON_ESCAPE,0.029,0.0295,9636
+Z,NON_ESCAPE,0.0295,0.03,9774
+Z,NON_ESCAPE,0.03,0.0305,10087
+Z,NON_ESCAPE,0.0305,0.031,10110
+Z,NON_ESCAPE,0.031,0.0315,10221
+Z,NON_ESCAPE,0.0315,0.032,10532
+Z,NON_ESCAPE,0.032,0.0325,10670
+Z,NON_ESCAPE,0.0325,0.033,10447
+Z,NON_ESCAPE,0.033,0.0335,10764
+Z,NON_ESCAPE,0.0335,0.034,10973
+Z,NON_ESCAPE,0.034,0.0345,11333
+Z,NON_ESCAPE,0.0345,0.035,11284
+Z,NON_ESCAPE,0.035,0.0355,11548
+Z,NON_ESCAPE,0.0355,0.036,11560
+Z,NON_ESCAPE,0.036,0.0365,11567
+Z,NON_ESCAPE,0.0365,0.037,11833
+Z,NON_ESCAPE,0.037,0.0375,11890
+Z,NON_ESCAPE,0.0375,0.038,11949
+Z,NON_ESCAPE,0.038,0.0385,11946
+Z,NON_ESCAPE,0.0385,0.039,12104
+Z,NON_ESCAPE,0.039,0.0395,12185
+Z,NON_ESCAPE,0.0395,0.04,12393
+Z,NON_ESCAPE,0.04,0.0405,12569
+Z,NON_ESCAPE,0.0405,0.041,12625
+Z,NON_ESCAPE,0.041,0.0415,12844
+Z,NON_ESCAPE,0.0415,0.042,12970
+Z,NON_ESCAPE,0.042,0.0425,12985
+Z,NON_ESCAPE,0.0425,0.043,13141
+Z,NON_ESCAPE,0.043,0.0435,13251
+Z,NON_ESCAPE,0.0435,0.044,13440
+Z,NON_ESCAPE,0.044,0.0445,13539
+Z,NON_ESCAPE,0.0445,0.045,13882
+Z,NON_ESCAPE,0.045,0.0455,13968
+Z,NON_ESCAPE,0.0455,0.046,13797
+Z,NON_ESCAPE,0.046,0.0465,14212
+Z,NON_ESCAPE,0.0465,0.047,14056
+Z,NON_ESCAPE,0.047,0.0475,14191
+Z,NON_ESCAPE,0.0475,0.048,14399
+Z,NON_ESCAPE,0.048,0.0485,14285
+Z,NON_ESCAPE,0.0485,0.049,14799
+Z,NON_ESCAPE,0.049,0.0495,14606
+Z,NON_ESCAPE,0.0495,0.05,14866
+Z,NON_ESCAPE,0.05,0.0505,14854
+Z,NON_ESCAPE,0.0505,0.051,14983
+Z,NON_ESCAPE,0.051,0.0515,15159
+Z,NON_ESCAPE,0.0515,0.052,15115
+Z,NON_ESCAPE,0.052,0.0525,15317
+Z,NON_ESCAPE,0.0525,0.053,15263
+Z,NON_ESCAPE,0.053,0.0535,15743
+Z,NON_ESCAPE,0.0535,0.054,15696
+Z,NON_ESCAPE,0.054,0.0545,15562
+Z,NON_ESCAPE,0.0545,0.055,16038
+Z,NON_ESCAPE,0.055,0.0555,16109
+Z,NON_ESCAPE,0.0555,0.056,16054
+Z,NON_ESCAPE,0.056,0.0565,16468
+Z,NON_ESCAPE,0.0565,0.057,16463
+Z,NON_ESCAPE,0.057,0.0575,16501
+Z,NON_ESCAPE,0.0575,0.058,16568
+Z,NON_ESCAPE,0.058,0.0585,16564
+Z,NON_ESCAPE,0.0585,0.059,16818
+Z,NON_ESCAPE,0.059,0.0595,17047
+Z,NON_ESCAPE,0.0595,0.06,16871
+Z,NON_ESCAPE,0.06,0.0605,16882
+Z,NON_ESCAPE,0.0605,0.061,17469
+Z,NON_ESCAPE,0.061,0.0615,17232
+Z,NON_ESCAPE,0.0615,0.062,17591
+Z,NON_ESCAPE,0.062,0.0625,17461
